NR_046018.2	DDX11L1
XM_047448850.1	VIPR1
XM_047448851.1	VIPR1
XR_007095894.1	LOC124909372
NR_046654.1	VIPR1-AS1
NM_001201572.2	SEC22C
XM_047449170.1	SEC22C
XM_047449168.1	SEC22C
XM_024453814.2	SEC22C
XM_024453812.2	SEC22C
NM_001201584.2	SEC22C
NM_004206.4	SEC22C
XM_047449169.1	SEC22C
XM_011534212.3	SEC22C
XM_047449171.1	SEC22C
NM_016305.4	SS18L2
XM_024453539.2	NKTR
NM_001349125.2	NKTR
NM_001349126.2	NKTR
NM_001349124.2	NKTR
XM_006713171.3	NKTR
XM_017006474.3	NKTR
XM_047448196.1	NKTR
XM_047448197.1	NKTR
XM_047448193.1	NKTR
XM_047448192.1	NKTR
XM_047448194.1	NKTR
XM_047448195.1	NKTR
NR_125400.1	ZBTB47-AS1
XM_047449234.1	ZBTB47
XM_047449235.1	ZBTB47
XR_007095893.1	LOC124906232
XR_007095892.1	LOC124906232
NR_027753.2	HHATL
XM_017006938.2	HHATL
XM_006713274.3	HHATL
XM_006713275.3	HHATL
XM_011533970.3	HHATL
XM_011533969.3	HHATL
XM_017006936.2	HHATL
XM_017006935.2	HHATL
XM_047448635.1	HHATL
XM_047448634.1	HHATL
XM_047448636.1	HHATL
NR_146957.1	HHATL-AS1
XR_940385.1	CCDC13
XM_011533418.3	CCDC13
XM_005264898.4	CCDC13
XM_017005781.2	CCDC13
XM_011533419.3	CCDC13
XM_005264899.5	CCDC13
XM_011533420.2	CCDC13
XM_011533421.3	CCDC13
NR_046732.1	CCDC13-AS1
NR_122070.1	CCDC13-AS2
NM_001099669.2	HIGD1A
NM_001099668.2	HIGD1A
XR_007095895.1	LOC124909373
NM_001134656.2	ZNF662
NR_122033.1	KRBOX1-AS1
XM_011534163.3	POMGNT2
XM_005265515.4	POMGNT2
XM_017007353.2	POMGNT2
XR_007095896.1	LOC107986079
XR_940777.3	LOC105377051
XR_940778.1	LOC105377052
XM_047448396.1	SNRK
XM_005265245.4	SNRK
NM_001100594.2	SNRK
NM_001330750.2	SNRK
XM_047448397.1	SNRK
XM_047448398.1	SNRK
NR_046757.1	SNRK-AS1
NM_001346469.2	ANO10
NM_001346468.2	ANO10
NM_001204833.3	ANO10
NM_001204832.3	ANO10
NM_001204834.3	ANO10
NM_001346465.2	ANO10
NM_001204831.3	ANO10
NM_001346463.2	ANO10
NM_001346464.2	ANO10
NM_001346466.2	ANO10
NM_001346467.2	ANO10
XM_017006718.2	ANO10
XM_011533885.4	ANO10
XM_047448429.1	ANO10
XM_047448432.1	ANO10
XM_024453616.2	ANO10
XM_047448428.1	ANO10
XM_047448430.1	ANO10
XM_011533889.4	ANO10
XM_047448434.1	ANO10
XM_047448435.1	ANO10
XM_011533890.4	ANO10
XM_047448431.1	ANO10
XM_047448433.1	ANO10
XR_007095689.1	ABHD5
XR_007095691.1	ABHD5
XR_007095690.1	ABHD5
NR_158560.1	ABHD5
XM_047448243.1	ABHD5
NM_001365650.1	ABHD5
NM_001355186.2	ABHD5
NM_001365649.1	ABHD5
XR_001740673.1	LOC107986081
XR_007096254.1	LOC124909489
XR_007096255.1	LOC124909489
XR_007096253.1	LOC124909489
XR_007096256.1	LOC124909489
NR_029700.1	MIR138-1
XM_011533694.3	TOPAZ1
XM_017006361.2	TOPAZ1
XM_017006362.1	TOPAZ1
XR_940782.4	LOC105377055
XR_940783.4	LOC105377055
NM_001282913.2	TCAIM
NM_001282915.2	TCAIM
NM_001029840.3	TCAIM
NM_001282914.2	TCAIM
NM_001029839.3	TCAIM
XM_047448023.1	TCAIM
NR_172924.1	C3orf86
NR_172922.1	C3orf86
NR_172927.1	C3orf86
NR_172925.1	C3orf86
NR_172926.1	C3orf86
NR_172923.1	C3orf86
NR_144436.1	LINC01988
NM_001369454.1	ZNF445
XR_940785.4	LOC101928529
NM_001287349.3	ZNF852
NM_025169.3	ZKSCAN7
NM_001288591.2	ZKSCAN7
NM_001288592.2	ZKSCAN7
XM_047448582.1	ZKSCAN7
XM_047448581.1	ZKSCAN7
NM_018651.4	ZKSCAN7
XM_047448579.1	ZKSCAN7
XM_047448578.1	ZKSCAN7
XM_047448580.1	ZKSCAN7
NR_157564.1	ZKSCAN7-AS1
NR_147692.2	ZNF660-ZNF197
NR_147691.2	ZNF660-ZNF197
NM_001351733.2	ZNF660-ZNF197
NM_001351735.2	ZNF660-ZNF197
NM_001351732.2	ZNF660-ZNF197
NM_001351734.2	ZNF660-ZNF197
NR_046658.1	ZNF197-AS1
NR_136582.2	ZNF197
NM_001323293.2	ZNF197
NM_001024855.3	ZNF197
NM_001323295.2	ZNF197
NM_001323294.2	ZNF197
NM_001323296.2	ZNF197
XM_047448870.1	ZNF35
XM_047448869.1	ZNF35
XM_047448866.1	ZNF35
XM_047448867.1	ZNF35
XM_047448868.1	ZNF35
XM_047449433.1	LOC124905403
NM_033210.5	ZNF502
NM_001134441.2	ZNF502
NM_001282880.2	ZNF502
NM_001134440.2	ZNF502
XR_940788.4	LOC105377056
NM_145044.4	ZNF501
XM_047447399.1	ZNF501
NM_001320334.2	KIAA1143
XR_007095708.1	KIF15
XR_007095709.1	KIF15
XR_007095710.1	KIF15
XR_001740214.2	KIF15
XR_001740215.2	KIF15
XM_017006884.3	KIF15
XM_011533964.4	KIF15
XM_017006885.3	KIF15
XM_017006887.3	KIF15
XM_017006889.3	KIF15
XM_047448602.1	KIF15
XM_047448603.1	KIF15
XM_047448601.1	KIF15
XM_017006890.2	KIF15
XM_006713264.4	KIF15
NR_030290.1	MIR564
XM_011534042.3	TGM4
NR_146163.2	ZDHHC3
NR_146162.2	ZDHHC3
NR_146161.2	ZDHHC3
NM_001349377.2	ZDHHC3
XM_017006562.2	ZDHHC3
NM_001349376.2	ZDHHC3
XM_017006561.2	ZDHHC3
NM_016598.3	ZDHHC3
NM_001349379.2	ZDHHC3
NM_001349378.2	ZDHHC3
XM_047448265.1	ZDHHC3
XM_047448264.1	ZDHHC3
NM_001330761.2	ZDHHC3
XM_047448263.1	ZDHHC3
XM_047448260.1	ZDHHC3
NM_001349381.2	ZDHHC3
XM_047448266.1	ZDHHC3
XM_047448261.1	ZDHHC3
NM_001349380.2	ZDHHC3
XM_047448262.1	ZDHHC3
XM_017006568.1	ZDHHC3
XM_047448268.1	ZDHHC3
XM_024453558.2	ZDHHC3
XM_047448271.1	ZDHHC3
XM_047448270.1	ZDHHC3
XM_047448269.1	ZDHHC3
XM_024453559.2	ZDHHC3
NR_023353.2	EXOSC7
XM_047447748.1	EXOSC7
XM_047447749.1	EXOSC7
XM_017005930.3	EXOSC7
XM_017007116.2	CLEC3B
NM_001308394.2	CLEC3B
XR_007095897.1	LOC124906233
XR_007095898.1	LOC124906233
XM_024453718.2	CDCP1
XM_011534024.2	CDCP1
XM_017007070.2	CDCP1
XM_047448759.1	CDCP1
NM_178181.3	CDCP1
XR_001740675.2	LOC101928636
XR_001740674.2	LOC101928636
XR_001740676.2	LOC101928636
XR_007095899.1	LOC101928636
XR_001740677.3	LOC101928636
RF00012	LOC124906378
XR_001740679.1	LOC105377061
XR_001740678.1	LOC105377061
XR_940798.2	LOC105377062
XR_940797.2	LOC105377062
XM_017006042.2	LARS2
NM_001368263.1	LARS2
XM_047447830.1	LARS2
XM_011533554.3	LARS2
XM_047447829.1	LARS2
NR_048543.1	LARS2-AS1
XM_011534207.4	LIMD1
NR_033947.1	LIMD1-AS1
XR_007095650.1	SACM1L
NM_001319073.2	SACM1L
XM_011533500.3	SACM1L
NM_001319071.2	SACM1L
NM_001319072.2	SACM1L
NM_022405.4	SLC6A20
NM_001385683.1	SLC6A20
XM_011533847.3	SLC6A20
XM_011533848.3	SLC6A20
XR_001740680.2	LOC107986082
NR_075080.2	LZTFL1
NR_170121.1	LZTFL1
NM_001276379.2	LZTFL1
NM_001276378.2	LZTFL1
XM_047448366.1	LZTFL1
XM_047448365.1	LZTFL1
XM_017006645.3	LZTFL1
NM_001386451.1	LZTFL1
NM_001386452.1	LZTFL1
XM_011533838.3	LZTFL1
XR_007095900.1	LOC124909374
NM_001386448.1	CCR9
NM_001256369.2	CCR9
NM_006641.4	CCR9
NM_001386447.1	CCR9
NR_170107.1	FYCO1
NM_001386430.1	FYCO1
NM_001386426.1	FYCO1
NM_001386427.1	FYCO1
NM_001386423.1	FYCO1
NM_001386429.1	FYCO1
NM_001386425.1	FYCO1
XM_047448902.1	FYCO1
NM_001386421.1	FYCO1
NM_001386422.1	FYCO1
NM_001386424.1	FYCO1
NM_001386428.1	FYCO1
XM_047448903.1	FYCO1
NM_001386436.1	CXCR6
NM_001386437.1	CXCR6
NM_001386435.1	CXCR6
XR_940799.3	LOC105377063
NR_170111.1	XCR1
NM_001381860.1	XCR1
NM_005283.3	XCR1
XR_940805.3	LOC105377067
XM_006712960.4	CCR3
NM_178328.1	CCR3
NM_001837.4	CCR3
XM_017005685.2	CCR3
NM_001164680.2	CCR3
NM_001123041.3	CCR2
NR_125406.1	CCR5AS
NM_000579.4	CCR5
NM_001100168.2	CCR5
XM_011534208.2	CCRL2
NM_001130910.2	CCRL2
NR_151704.1	LINC02009
NM_001321122.2	LTF
NM_001321121.2	LTF
NM_001199149.2	LTF
NR_073385.1	LRRC2-AS1
NM_001174136.2	TDGF1
NR_135622.2	ALS2CL
NR_033815.3	ALS2CL
NM_001190707.2	ALS2CL
NM_001370524.1	TMIE
NM_001370525.1	TMIE
NR_147121.1	PRSS46P
NR_160553.1	PRSS45P
NR_160552.1	PRSS43P
NR_160551.1	PRSS44P
NR_160554.1	PRSS42P
NR_148409.1	PRSS42P
XM_047448181.1	MYL3
XM_011533967.4	PTH1R
XM_017006934.2	PTH1R
XM_047448633.1	PTH1R
XM_011533968.3	PTH1R
XM_047448632.1	PTH1R
NM_001184744.1	PTH1R
XM_017006932.3	PTH1R
NR_102269.2	CCDC12
NM_144716.6	CCDC12
XR_007095901.1	LOC124909375
XM_011533533.3	NBEAL2
XM_006713072.4	NBEAL2
XM_047447786.1	NBEAL2
XM_047447787.1	NBEAL2
XM_047447790.1	NBEAL2
XM_047447792.1	NBEAL2
XM_047447793.1	NBEAL2
XM_047447785.1	NBEAL2
NM_001365116.2	NBEAL2
XM_047447789.1	NBEAL2
XM_047447788.1	NBEAL2
XM_047447791.1	NBEAL2
XM_047447794.1	NBEAL2
NR_024046.1	NRADDP
NR_146158.3	SETD2
XR_007095670.1	SETD2
XR_002959514.2	SETD2
XR_007095673.1	SETD2
XR_007095672.1	SETD2
XR_007095671.1	SETD2
XM_024453487.2	SETD2
XM_047448045.1	SETD2
NM_001349370.3	SETD2
XM_024453488.2	SETD2
XM_024453489.1	SETD2
NR_033373.1	KIF9-AS1
XM_047448712.1	KIF9
XM_006713291.4	KIF9
XM_005265389.5	KIF9
XM_005265388.5	KIF9
NM_001377475.1	KIF9
NM_001377474.1	KIF9
NM_022342.6	KIF9
NM_001134878.3	KIF9
XM_047448709.1	KIF9
XM_017007029.2	KIF9
XM_011534003.3	KIF9
XM_047448711.1	KIF9
XM_011534007.3	KIF9
XM_047448710.1	KIF9
XM_047448713.1	KIF9
NM_001377476.1	KIF9
NM_001377477.1	KIF9
NR_145712.1	SNORD13J
XM_005265001.4	KLHL18
XM_005265002.6	KLHL18
XM_005265003.4	KLHL18
XM_017006033.2	KLHL18
XM_047447818.1	KLHL18
XM_047447816.1	KLHL18
XM_047447817.1	KLHL18
XM_005265031.3	PTPN23
NM_001304482.2	PTPN23
XM_011533501.2	SCAP
NM_001320044.2	SCAP
XM_005264967.3	SCAP
XM_047447740.1	SCAP
XM_017005918.2	SCAP
XM_047447739.1	SCAP
XM_047447737.1	SCAP
XM_047447732.1	SCAP
XM_047447738.1	SCAP
XM_047447734.1	SCAP
XM_047447736.1	SCAP
XM_047447733.1	SCAP
XM_047447735.1	SCAP
XM_047447744.1	SCAP
XM_047447742.1	SCAP
XM_047447741.1	SCAP
XM_047447743.1	SCAP
XM_011533502.4	SCAP
RF01210	LOC124906372
XR_940821.3	LOC105377073
XM_047448391.1	ELP6
XM_017006669.2	ELP6
XM_047448393.1	ELP6
XM_047448395.1	ELP6
XM_024453608.2	ELP6
NM_001363957.1	ELP6
XM_047448388.1	ELP6
XM_047448392.1	ELP6
XM_047448394.1	ELP6
XM_011533851.4	ELP6
XM_011533854.4	ELP6
XM_047448390.1	ELP6
XM_011533853.4	ELP6
XM_047448389.1	ELP6
XM_011533852.4	ELP6
XR_940822.1	LOC105377074
NM_001206942.2	CSPG5
NM_001206945.2	CSPG5
NM_001206944.2	CSPG5
NM_001206943.2	CSPG5
XM_047447332.1	CSPG5
XR_007095902.1	LOC124906234
NR_145791.1	SNORD146
XM_047449430.1	HIGD2AP2
NR_075079.3	DHX30
NM_001330990.2	DHX30
NM_014966.4	DHX30
XM_006713033.2	DHX30
XM_011533494.4	DHX30
XM_047447728.1	DHX30
XM_047447727.1	DHX30
XM_024453405.2	DHX30
XM_047447729.1	DHX30
NR_031595.1	MIR1226
NM_001384862.1	MAP4
NM_001384845.1	MAP4
NM_001384867.1	MAP4
NM_001384839.1	MAP4
NM_001384848.1	MAP4
NM_001384680.1	MAP4
NM_001384817.1	MAP4
NM_001384753.1	MAP4
NM_001384746.1	MAP4
NM_001384757.1	MAP4
NM_001384864.1	MAP4
NM_001384811.1	MAP4
NM_001384787.1	MAP4
NM_001384780.1	MAP4
NM_001384857.1	MAP4
NM_001384782.1	MAP4
NM_001384783.1	MAP4
NM_001384869.1	MAP4
NM_001384786.1	MAP4
NM_001384828.1	MAP4
NM_001384777.1	MAP4
NM_001384816.1	MAP4
NM_001384730.1	MAP4
NM_001384807.1	MAP4
NM_001384842.1	MAP4
NM_001384803.1	MAP4
NM_001384843.1	MAP4
NM_001384851.1	MAP4
NM_001384776.1	MAP4
NM_001384841.1	MAP4
NM_001384758.1	MAP4
NM_001384825.1	MAP4
NM_001384832.1	MAP4
NM_001384876.1	MAP4
NM_001384835.1	MAP4
NM_001384812.1	MAP4
NM_001384815.1	MAP4
NM_001384808.1	MAP4
NM_001384802.1	MAP4
NM_001384877.1	MAP4
NM_001384805.1	MAP4
NM_001384760.1	MAP4
NM_001384826.1	MAP4
NM_001384866.1	MAP4
NM_001384759.1	MAP4
NM_001384707.1	MAP4
NM_001384850.1	MAP4
NM_001384804.1	MAP4
NM_001384893.1	MAP4
NM_001384853.1	MAP4
XM_047448133.1	MAP4
NM_001384837.1	MAP4
NM_001384755.1	MAP4
NM_001384675.1	MAP4
NM_001384806.1	MAP4
NM_001384681.1	MAP4
NM_001384836.1	MAP4
NM_001384868.1	MAP4
NM_001384874.1	MAP4
NM_001384892.1	MAP4
NM_001384834.1	MAP4
NM_001384813.1	MAP4
NM_001384784.1	MAP4
NM_001384762.1	MAP4
NM_001384856.1	MAP4
NM_001384778.1	MAP4
NM_001384878.1	MAP4
NM_001384785.1	MAP4
NM_001384861.1	MAP4
NM_001384831.1	MAP4
NM_001384844.1	MAP4
NM_001384809.1	MAP4
NM_001384752.1	MAP4
NM_001384840.1	MAP4
NM_001384870.1	MAP4
NM_001384779.1	MAP4
NM_001384847.1	MAP4
NM_001384761.1	MAP4
NM_001384733.1	MAP4
NM_001384824.1	MAP4
NM_001384737.1	MAP4
NM_001384820.1	MAP4
NM_001384827.1	MAP4
NM_001384871.1	MAP4
NM_001384838.1	MAP4
NM_001384800.1	MAP4
NM_001384677.1	MAP4
NM_001384846.1	MAP4
NM_001384756.1	MAP4
NM_001384676.1	MAP4
NM_001384774.1	MAP4
NM_001384751.1	MAP4
NM_001384819.1	MAP4
NM_001384810.1	MAP4
NM_001384735.1	MAP4
NM_001384814.1	MAP4
NM_001384734.1	MAP4
NM_001384754.1	MAP4
NM_001384781.1	MAP4
NM_001384879.1	MAP4
NM_001134364.2	MAP4
NM_001384798.1	MAP4
NM_002375.5	MAP4
NM_001384679.1	MAP4
XM_047448129.1	MAP4
XM_047448128.1	MAP4
XM_047448125.1	MAP4
NM_001384859.1	MAP4
NM_001384873.1	MAP4
NM_001384872.1	MAP4
NM_001384875.1	MAP4
NM_001384678.1	MAP4
NM_001384748.1	MAP4
NM_001384738.1	MAP4
NM_001384745.1	MAP4
XM_047448119.1	MAP4
NM_001384849.1	MAP4
NM_001384863.1	MAP4
NM_001384789.1	MAP4
NM_001384793.1	MAP4
XM_047448132.1	MAP4
NM_001384797.1	MAP4
NM_001384744.1	MAP4
NM_001384791.1	MAP4
NM_001384794.1	MAP4
NM_001384731.1	MAP4
NM_001384790.1	MAP4
NM_001384792.1	MAP4
NM_001384796.1	MAP4
NM_001384788.1	MAP4
NM_001384736.1	MAP4
XM_047448127.1	MAP4
XM_047448122.1	MAP4
XM_047448121.1	MAP4
XM_047448118.1	MAP4
XM_047448124.1	MAP4
XM_017006397.2	MAP4
XM_047448131.1	MAP4
NM_001384795.1	MAP4
XM_047448130.1	MAP4
XM_047448123.1	MAP4
XM_011533708.3	MAP4
XM_047448126.1	MAP4
XM_047448120.1	MAP4
XM_011533705.2	MAP4
XM_017006391.2	MAP4
XM_011533704.3	MAP4
XM_011533703.3	MAP4
XM_024453523.2	MAP4
NM_001384729.1	MAP4
NM_001385676.1	MAP4
NM_001385664.1	MAP4
NM_001385685.1	MAP4
NM_001385684.1	MAP4
NM_001385677.1	MAP4
NM_001385665.1	MAP4
NM_001385675.1	MAP4
NM_001385681.1	MAP4
NM_001385686.1	MAP4
NM_001385688.1	MAP4
NM_001385689.1	MAP4
NM_001385687.1	MAP4
NM_030885.4	MAP4
NM_001385692.1	MAP4
NM_001385690.1	MAP4
NM_001385691.1	MAP4
XM_047449366.1	CDC25A
XM_047449364.1	CDC25A
XM_047449365.1	CDC25A
XM_047449363.1	CDC25A
NM_201567.2	CDC25A
XM_047449367.1	CDC25A
NR_039645.1	MIR4443
XM_024453297.2	NME6
XM_047447174.1	NME6
XM_024453300.2	NME6
XM_024453299.2	NME6
XM_024453302.2	NME6
XM_024453301.2	NME6
XM_024453306.2	NME6
XM_024453303.2	NME6
XM_047447176.1	NME6
XM_017005516.3	NME6
NM_001308434.2	NME6
NM_001308435.2	NME6
NM_001308431.2	NME6
XM_047447175.1	NME6
XM_047447173.1	NME6
XM_017005517.2	NME6
NM_001308430.2	NME6
NM_005793.5	NME6
XM_047447177.1	NME6
NM_001308433.2	NME6
NM_001308428.2	NME6
XM_047447179.1	NME6
XM_047447178.1	NME6
XM_017005515.2	NME6
NM_001308427.2	NME6
NR_134638.1	FCF1P2
XR_002959568.2	SPINK8
XM_024453712.2	SPINK8
NR_031749.1	MIR2115
NM_001159927.1	FBXW12
NM_001159929.1	FBXW12
XR_007095694.1	PLXNB1
XM_047448333.1	PLXNB1
XM_011533835.2	PLXNB1
XM_047448335.1	PLXNB1
XM_011533836.2	PLXNB1
XM_011533833.3	PLXNB1
XM_047448331.1	PLXNB1
XM_017006630.2	PLXNB1
XM_047448332.1	PLXNB1
XM_011533837.2	PLXNB1
NM_002673.6	PLXNB1
XM_011533834.2	PLXNB1
XM_047448334.1	PLXNB1
XM_047448330.1	PLXNB1
XM_017006631.2	PLXNB1
XM_024453600.2	PLXNB1
XM_047448336.1	PLXNB1
XM_011534113.3	CCDC51
XM_047448938.1	CCDC51
NM_001256969.3	CCDC51
NM_001256968.3	CCDC51
NM_024661.5	CCDC51
NM_001256967.3	CCDC51
NM_001256966.3	CCDC51
NM_001256965.3	CCDC51
NR_137639.2	TMA7
NM_001329417.2	TMA7
NM_032166.4	ATRIP
NM_001271022.2	ATRIP
NM_001271023.2	ATRIP
NR_153405.1	ATRIP-TREX1
NM_007248.5	TREX1
NM_001272066.2	SHISA5
NM_001272067.2	SHISA5
NM_001272065.3	SHISA5
NM_001272068.2	SHISA5
NM_001272082.4	SHISA5
NM_001272083.4	SHISA5
XM_011533829.3	PFKFB4
XM_047448304.1	PFKFB4
NM_001317136.2	PFKFB4
XM_017006617.2	PFKFB4
XM_047448301.1	PFKFB4
XM_017006616.2	PFKFB4
XM_047448302.1	PFKFB4
NM_001317135.2	PFKFB4
NM_001317137.2	PFKFB4
XM_047448300.1	PFKFB4
NM_001317138.2	PFKFB4
XM_017006615.2	PFKFB4
NM_001317134.2	PFKFB4
XM_017006614.2	PFKFB4
XM_047448303.1	PFKFB4
XM_024453595.2	PFKFB4
NR_106881.1	MIR6823
XR_001740005.2	COL7A1
XR_001740004.2	COL7A1
XR_001740003.2	COL7A1
XR_001740006.2	COL7A1
XR_001740007.2	COL7A1
XR_001740008.2	COL7A1
XR_001740009.2	COL7A1
XM_017005688.2	COL7A1
XM_017005689.2	COL7A1
XM_017005692.2	COL7A1
XM_017005691.2	COL7A1
XM_017005690.2	COL7A1
NR_031756.1	MIR711
NR_132776.1	SNORA94
NM_001281733.2	SLC26A6
NM_001281732.2	SLC26A6
NM_134263.3	SLC26A6
NM_134426.3	SLC26A6
NM_001040454.1	SLC26A6
NR_106882.1	MIR6824
NR_039956.1	MIR4793
NR_111921.1	LINC02585
NM_184231.3	NCKIPSD
NR_027438.3	IP6K2
NR_027437.3	IP6K2
NM_001005909.3	IP6K2
XM_006713200.2	IP6K2
XM_006713199.5	IP6K2
XM_024453571.2	IP6K2
XM_024453568.2	IP6K2
XM_006713202.3	IP6K2
XM_006713201.3	IP6K2
XM_047448292.1	IP6K2
XM_047448291.1	IP6K2
XM_011533816.3	IP6K2
XM_047448293.1	IP6K2
XM_011533818.2	IP6K2
NM_001005911.3	IP6K2
NM_001146179.3	IP6K2
NM_001005910.3	IP6K2
NM_001146178.3	IP6K2
XM_017006591.2	IP6K2
NM_001190317.2	IP6K2
XM_017006589.2	IP6K2
XM_047448294.1	IP6K2
NM_001190316.2	IP6K2
XM_017006590.3	IP6K2
XM_017006592.2	IP6K2
XR_002959546.2	PRKAR2A
XM_011533942.4	PRKAR2A
NM_001321989.2	PRKAR2A
XM_047448543.1	PRKAR2A
NM_001321983.2	PRKAR2A
XM_005265315.5	PRKAR2A
XM_011533943.3	PRKAR2A
NM_001321982.2	PRKAR2A
NR_109996.1	PRKAR2A-AS1
NR_109997.1	PRKAR2A-AS1
NR_161301.1	ARIH2OS
NR_146084.2	ARIH2
NR_146082.2	ARIH2
NR_146083.2	ARIH2
NR_146085.2	ARIH2
NM_001349210.2	ARIH2
XM_024453309.2	ARIH2
NM_001349220.2	ARIH2
NM_001349225.2	ARIH2
NM_001349213.2	ARIH2
NM_001317333.2	ARIH2
NM_001349223.2	ARIH2
NM_001349216.2	ARIH2
NM_001349217.2	ARIH2
NM_001349214.2	ARIH2
NM_001349215.2	ARIH2
XM_047447278.1	ARIH2
NM_001349227.2	ARIH2
XM_011533271.2	ARIH2
NM_001349221.2	ARIH2
NM_001349224.2	ARIH2
NM_001349212.2	ARIH2
NM_001349222.2	ARIH2
NM_001349219.2	ARIH2
NM_001349209.2	ARIH2
NM_001349218.2	ARIH2
XM_011533268.2	ARIH2
NM_001349211.2	ARIH2
XM_047447283.1	ARIH2
NM_001349226.2	ARIH2
XM_017005534.2	ARIH2
XM_047447284.1	ARIH2
XM_024453311.2	ARIH2
NM_001317334.2	ARIH2
NM_001349230.2	ARIH2
NM_001349228.2	ARIH2
NM_001349229.2	ARIH2
XM_047447267.1	ARIH2
XM_047447265.1	ARIH2
XM_017005535.2	ARIH2
XR_007095903.1	LOC124909376
XR_007095696.1	P4HTM
NM_177938.2	P4HTM
XM_047448367.1	P4HTM
XM_047448368.1	P4HTM
XR_007095904.1	LOC124906235
NM_001320546.3	WDR6
XM_047447371.1	WDR6
NM_001320547.2	WDR6
NM_018114.6	DALRD3
XM_017006723.2	DALRD3
XM_047448438.1	DALRD3
XM_006713219.3	DALRD3
XM_047448437.1	DALRD3
XM_047448436.1	DALRD3
NM_001276405.2	DALRD3
XM_011533891.3	DALRD3
XM_011533893.3	DALRD3
NR_029948.1	MIR425
NM_199074.2	NDUFAF3
NM_199073.2	NDUFAF3
NM_199070.2	NDUFAF3
NR_029690.1	MIR191
XM_017006350.2	IMPDH2
XM_017006349.2	IMPDH2
XM_006713128.4	IMPDH2
NM_001320584.1	QRICH1
NM_001320585.1	QRICH1
NM_017730.4	QRICH1
XM_011533863.1	QRICH1
NM_001320583.2	QRICH1
NM_001320580.2	QRICH1
NM_001320582.2	QRICH1
NM_001320581.2	QRICH1
XM_047448399.1	QRICH1
NR_073590.2	QARS1
NM_001272073.2	QARS1
XM_017006965.3	QARS1
NR_106950.1	MIR6890
NM_001400299.1	USP19
XM_047447353.1	USP19
NM_001351102.2	USP19
XM_047447352.1	USP19
NM_001351108.2	USP19
NM_001400298.1	USP19
NM_001389599.1	USP19
XM_047447347.1	USP19
NM_001400295.1	USP19
XM_047447349.1	USP19
NM_001389600.1	USP19
NM_001351107.2	USP19
NM_001400296.1	USP19
NM_001351098.2	USP19
NM_001199162.2	USP19
NM_001389608.1	USP19
NM_001351106.2	USP19
NM_001351103.2	USP19
NM_001351104.2	USP19
NM_001351099.2	USP19
NM_001389604.1	USP19
XM_047447346.1	USP19
NM_001400290.1	USP19
NM_001389605.1	USP19
NM_001400294.1	USP19
NM_001389598.1	USP19
NM_001351101.2	USP19
NM_001389596.1	USP19
NM_001400297.1	USP19
NM_001400293.1	USP19
NM_001400292.1	USP19
XM_047447351.1	USP19
NM_001389607.1	USP19
XM_047447350.1	USP19
XM_017005627.2	USP19
XM_047447345.1	USP19
XM_006712947.3	USP19
XM_047447344.1	USP19
XM_047447342.1	USP19
NM_001389601.1	USP19
NM_001389603.1	USP19
XM_047447343.1	USP19
XM_005264827.3	USP19
NM_006677.3	USP19
NM_001389606.1	USP19
XM_047447348.1	USP19
NM_001389597.1	USP19
NM_001389602.1	USP19
NM_001351100.2	USP19
XM_047447341.1	USP19
XM_006712946.4	USP19
NM_001351105.2	USP19
NM_001199160.2	USP19
NM_001389594.1	USP19
NM_001389595.1	USP19
XM_005264823.4	USP19
NM_001400288.1	USP19
XM_005264824.3	USP19
XM_005265127.5	LAMB2
XR_007095905.1	LOC124909377
NR_004405.1	LAMB2P1
XM_006713015.4	KLHDC8B
XM_006713016.4	KLHDC8B
XM_005264938.4	KLHDC8B
XM_011534017.3	C3orf84
XM_011534015.3	C3orf84
XM_011533672.3	IHO1
NM_178173.4	IHO1
XM_011533673.3	IHO1
XM_006713124.4	IHO1
XM_047448068.1	IHO1
XM_011533670.3	IHO1
XM_011533671.3	IHO1
XM_047448069.1	IHO1
NR_036233.1	MIR4271
NM_199443.3	USP4
NM_001251877.2	USP4
XM_047449404.1	LOC124906236
NM_001329455.2	GPX1
NM_001329503.2	GPX1
NM_001329502.2	GPX1
NM_201397.3	GPX1
NM_001313945.2	RHOA
NM_001313944.2	RHOA
NM_001313946.2	RHOA
NM_001313947.2	RHOA
NM_001313943.2	RHOA
NM_001313941.2	RHOA
NR_028435.2	AMT
NM_001164711.2	AMT
NM_001164710.2	AMT
NM_001164712.2	AMT
XM_047447546.1	DAG1
NM_001177643.3	DAG1
XM_047447554.1	DAG1
XM_047447574.1	DAG1
XM_047447572.1	DAG1
XM_047447558.1	DAG1
XM_047447571.1	DAG1
XM_047447549.1	DAG1
NM_001177644.3	DAG1
XM_047447565.1	DAG1
XM_047447569.1	DAG1
XM_047447573.1	DAG1
XM_047447568.1	DAG1
XM_047447551.1	DAG1
XM_047447553.1	DAG1
XM_047447539.1	DAG1
XM_047447567.1	DAG1
NM_001177634.3	DAG1
XM_047447548.1	DAG1
XM_047447541.1	DAG1
XM_047447556.1	DAG1
XM_047447566.1	DAG1
XM_047447550.1	DAG1
XM_047447540.1	DAG1
XM_047447570.1	DAG1
XM_047447577.1	DAG1
XM_047447552.1	DAG1
XM_047447560.1	DAG1
XM_047447561.1	DAG1
XM_047447543.1	DAG1
XM_047447579.1	DAG1
XM_047447547.1	DAG1
